image_path,mask_path
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_119/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_119/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI157-Guys-0816-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI157-Guys-0816-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_145/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_145/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI406-Guys-0963-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI406-Guys-0963-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI038-Guys-0729-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI038-Guys-0729-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_25/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_25/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI180-HH-1605-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI180-HH-1605-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_135/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_135/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI074-Guys-0771-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI074-Guys-0771-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_124/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_124/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_120/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_120/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI114-Guys-0737-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI114-Guys-0737-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_122/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_122/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI109-Guys-0732-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI109-Guys-0732-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_24/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_24/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI115-Guys-0738-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI115-Guys-0738-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_20/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_20/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI098-Guys-0745-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI098-Guys-0745-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI630-Guys-1108-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI630-Guys-1108-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_114/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_114/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI040-Guys-0724-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI040-Guys-0724-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_111/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_111/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI473-IOP-1137-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI473-IOP-1137-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI569-Guys-1101-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI569-Guys-1101-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_149/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_149/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI500-Guys-1017-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI500-Guys-1017-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_138/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_138/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI312-Guys-0887-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI312-Guys-0887-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI434-IOP-1010-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI434-IOP-1010-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI318-Guys-0895-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI318-Guys-0895-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_125/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_125/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_18/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_18/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_126/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_126/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI045-Guys-0713-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI045-Guys-0713-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI041-Guys-0706-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI041-Guys-0706-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI026-Guys-0696-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI026-Guys-0696-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_137/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_137/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_118/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_118/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI253-HH-1694-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI253-HH-1694-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI156-Guys-0837-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI156-Guys-0837-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI488-Guys-1015-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI488-Guys-1015-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI146-HH-1389-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI146-HH-1389-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_121/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_121/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_134/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_134/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_152/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_152/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI382-IOP-1135-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI382-IOP-1135-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI460-Guys-0999-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI460-Guys-0999-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI107-Guys-0761-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI107-Guys-0761-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI307-IOP-0872-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI307-IOP-0872-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_22/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/infant_t1_22/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI236-Guys-0817-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI236-Guys-0817-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI428-Guys-0996-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI428-Guys-0996-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_139/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_139/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI111-Guys-0734-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI111-Guys-0734-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI390-Guys-0931-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI390-Guys-0931-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI019-Guys-0702-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI019-Guys-0702-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI394-Guys-0940-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI394-Guys-0940-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI407-Guys-0964-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI407-Guys-0964-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI017-Guys-0698-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI017-Guys-0698-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI256-HH-1723-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI256-HH-1723-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI230-IOP-0869-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI230-IOP-0869-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_113/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_113/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI037-Guys-0704-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI037-Guys-0704-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI140-Guys-0787-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI140-Guys-0787-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI110-Guys-0733-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI110-Guys-0733-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_127/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_127/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI135-Guys-0779-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI135-Guys-0779-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI186-Guys-0796-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI186-Guys-0796-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI399-Guys-0966-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI399-Guys-0966-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI043-Guys-0714-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI043-Guys-0714-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_129/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_129/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI373-IOP-0967-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI373-IOP-0967-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI131-HH-1527-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI131-HH-1527-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_131/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_131/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI533-Guys-1066-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI533-Guys-1066-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI633-HH-2689-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI633-HH-2689-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_116/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_116/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI354-HH-2024-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI354-HH-2024-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI058-Guys-0726-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI058-Guys-0726-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI294-IOP-0868-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI294-IOP-0868-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_140/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_140/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI321-Guys-0903-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI321-Guys-0903-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_128/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_128/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI184-Guys-0794-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI184-Guys-0794-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI531-Guys-1057-T1/raw.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/IXI531-Guys-1057-T1/mask_GT.nii.gz
/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_110/image.nii.gz,/projects/F202500001HPCVLABEPICURE/andresousa615/rempe/processed_datasets/processed_datasets/treino/asl_t1_110/mask_GT.nii.gz
